29.8,10.4900255,76.2145953
28.57,10.4900339,76.2145899
28.84,10.490038,76.2145939
28.92,10.4900287,76.2145859
27.23,10.4900045,76.2145786
26.34,10.4899932,76.2145703
23.92,10.4899905,76.2145499
21.3,10.4900022,76.2145579
18.36,10.4900228,76.2145715
15.97,10.4900567,76.214594
14.35,10.4900616,76.214594
11.59,10.4900856,76.2145954
11.62,10.4900843,76.2145888
11.83,10.4900791,76.2145819
